time	pos_x	vel_x	pos_y	vel_y
0.48	8.5750003	17.500001	13.675846	25.508889
0.49	8.7500003	17.500001	13.930444	25.410889
0.5	8.9250003	17.500001	14.184063	25.312889
0.51	9.1000003	17.500001	14.436702	25.214889
0.52	9.2750003	17.500001	14.688361	25.116889
0.53	9.4500003	17.500001	 14.93904	25.018889
0.54	9.6250003	17.500001	15.188739	24.920889
0.55	9.8000003	17.500001	15.437458	24.822889
0.56	9.9750003	17.500001	15.685197	24.724889
0.57	    10.15	17.500001	15.931956	24.626889
0.58	   10.325	17.500001	16.177734	24.528889
0.59	     10.5	17.500001	16.422533	24.430889
0.6	   10.675	17.500001	16.666352	24.332889
0.61	    10.85	17.500001	16.909191	24.234889
0.62	   11.025	17.500001	 17.15105	24.136889
0.63	     11.2	17.500001	17.391929	24.038889
0.64	   11.375	17.500001	17.631828	23.940889
0.65	    11.55	17.500001	17.870747	23.842889
0.66	   11.725	17.500001	18.108686	23.744889
0.67	     11.9	17.500001	18.345644	23.646889
0.68	   12.075	17.500001	18.581623	23.548889
0.69	    12.25	17.500001	18.816622	23.450889
0.7	   12.425	17.500001	19.050641	23.352889
0.71	     12.6	17.500001	 19.28368	23.254889
0.72	   12.775	17.500001	19.515739	23.156889
0.73	    12.95	17.500001	19.746818	23.058889
0.74	   13.125	17.500001	19.976917	22.960889
0.75	     13.3	17.500001	20.206036	22.862889
0.76	   13.475	17.500001	20.434174	22.764889
0.77	    13.65	17.500001	20.661333	22.666889
0.78	   13.825	17.500001	20.887512	22.568889
0.79	       14	17.500001	21.112711	22.470889
0.8	   14.175	17.500001	 21.33693	22.372889
0.81	    14.35	17.500001	21.560169	22.274889
0.82	   14.525	17.500001	21.782428	22.176889
0.83	     14.7	17.500001	22.003707	22.078889
0.84	   14.875	17.500001	22.224005	21.980889
0.85	    15.05	17.500001	22.443324	21.882889
0.86	   15.225	17.500001	22.661663	21.784889
0.87	     15.4	17.500001	22.879022	21.686889
0.88	   15.575	17.500001	23.095401	21.588889
0.89	    15.75	17.500001	  23.3108	21.490889
0.9	   15.925	17.500001	23.525219	21.392889
0.91	     16.1	17.500001	23.738658	21.294889
0.92	16.275001	17.500001	23.951117	21.196889
0.93	16.450001	17.500001	24.162595	21.098889
0.94	16.625001	17.500001	24.373094	21.000889
0.95	16.800001	17.500001	24.582613	20.902889
0.96	16.975001	17.500001	24.791152	20.804889
0.97	17.150001	17.500001	24.998711	20.706889
0.98	17.325001	17.500001	 25.20529	20.608889
0.99	17.500001	17.500001	25.410889	20.510889
1	17.675001	17.500001	25.615508	20.412889
1.01	17.850001	17.500001	25.819147	20.314889
1.02	18.025001	17.500001	26.021805	20.216889
1.03	18.200001	17.500001	26.223484	20.118889
1.04	18.375001	17.500001	26.424183	20.020889
1.05	18.550001	17.500001	26.623902	19.922889
1.06	18.725001	17.500001	26.822641	19.824889
1.07	18.900001	17.500001	  27.0204	19.726889
1.08	19.075001	17.500001	27.217179	19.628889
1.09	19.250001	17.500001	27.412978	19.530889
1.1	19.425001	17.500001	27.607797	19.432889
1.11	19.600001	17.500001	27.801635	19.334889
1.12	19.775001	17.500001	27.994494	19.236889
1.13	19.950001	17.500001	28.186373	19.138889
1.14	20.125001	17.500001	28.377272	19.040889
1.15	20.300001	17.500001	28.567191	18.942889
1.16	20.475001	17.500001	 28.75613	18.844889
1.17	20.650001	17.500001	28.944089	18.746889
1.18	20.825001	17.500001	29.131068	18.648889
1.19	21.000001	17.500001	29.317067	18.550889
1.2	21.175001	17.500001	29.502085	18.452889
1.21	21.350001	17.500001	29.686124	18.354889
1.22	21.525001	17.500001	29.869183	18.256889
1.23	21.700001	17.500001	30.051262	18.158889
1.24	21.875001	17.500001	30.232361	18.060889
1.25	22.050001	17.500001	 30.41248	17.962889
1.26	22.225001	17.500001	30.591619	17.864889
1.27	22.400001	17.500001	30.769778	17.766889
1.28	22.575001	17.500001	30.946957	17.668889
1.29	22.750001	17.500001	31.123155	17.570889
1.3	22.925001	17.500001	31.298374	17.472889
1.31	23.100001	17.500001	31.472613	17.374889
1.32	23.275001	17.500001	31.645872	17.276889
1.33	23.450001	17.500001	31.818151	17.178889
1.34	23.625001	17.500001	 31.98945	17.080889
1.35	23.800001	17.500001	32.159769	16.982889
1.36	23.975001	17.500001	32.329108	16.884889
1.37	24.150001	17.500001	32.497467	16.786889
1.38	24.325001	17.500001	32.664845	16.688889
1.39	24.500001	17.500001	32.831244	16.590889
1.4	24.675001	17.500001	32.996663	16.492889
1.41	24.850001	17.500001	33.161102	16.394889
1.42	25.025001	17.500001	33.324561	16.296889
1.43	25.200001	17.500001	 33.48704	16.198889
1.44	25.375001	17.500001	33.648539	16.100889
1.45	25.550001	17.500001	33.809058	16.002889
1.46	25.725001	17.500001	33.968597	15.904889
1.47	25.900001	17.500001	34.127155	15.806889
1.48	26.075001	17.500001	34.284734	15.708889
1.49	26.250001	17.500001	34.441333	15.610889
1.5	26.425001	17.500001	34.596952	15.512889
1.51	26.600001	17.500001	34.751591	15.414889
1.52	26.775001	17.500001	 34.90525	15.316889
1.53	26.950001	17.500001	35.057929	15.218889
1.54	27.125001	17.500001	35.209628	15.120889
1.55	27.300001	17.500001	35.360347	15.022889
1.56	27.475001	17.500001	35.510085	14.924889
1.57	27.650001	17.500001	35.658844	14.826889
1.58	27.825001	17.500001	35.806623	14.728889
1.59	28.000001	17.500001	35.953422	14.630889
1.6	28.175001	17.500001	36.099241	14.532889
1.61	28.350001	17.500001	 36.24408	14.434889
1.62	28.525001	17.500001	36.387939	14.336889
1.63	28.700001	17.500001	36.530818	14.238889
1.64	28.875001	17.500001	36.672717	14.140889
1.65	29.050001	17.500001	36.813635	14.042889
1.66	29.225001	17.500001	36.953574	13.944889
1.67	29.400001	17.500001	37.092533	13.846889
1.68	29.575001	17.500001	37.230512	13.748889
1.69	29.750001	17.500001	37.367511	13.650889
1.7	29.925001	17.500001	 37.50353	13.552889
1.71	30.100001	17.500001	37.638569	13.454889
1.72	30.275001	17.500001	37.772628	13.356889
1.73	30.450001	17.500001	37.905707	13.258889
1.74	30.625001	17.500001	38.037805	13.160889
1.75	30.800001	17.500001	38.168924	13.062889
1.76	30.975001	17.500001	38.299063	12.964889
1.77	31.150001	17.500001	38.428222	12.866889
1.78	31.325001	17.500001	38.556401	12.768889
1.79	31.500001	17.500001	  38.6836	12.670889
1.8	31.675001	17.500001	38.809819	12.572889
1.81	31.850001	17.500001	38.935058	12.474889
1.82	32.025001	17.500001	39.059317	12.376889
1.83	32.200001	17.500001	39.182595	12.278889
1.84	32.375001	17.500001	39.304894	12.180889
1.85	32.550001	17.500001	39.426213	12.082889
1.86	32.725001	17.500001	39.546552	11.984889
1.87	32.900001	17.500001	39.665911	11.886889
1.88	33.075001	17.500001	 39.78429	11.788889
1.89	33.250001	17.500001	39.901689	11.690889
1.9	33.425001	17.500001	40.018108	11.592889
1.91	33.600001	17.500001	40.133547	11.494889
1.92	33.775001	17.500001	40.248005	11.396889
1.93	33.950001	17.500001	40.361484	11.298889
1.94	34.125001	17.500001	40.473983	11.200889
1.95	34.300001	17.500001	40.585502	11.102889
1.96	34.475001	17.500001	40.696041	11.004889
1.97	34.650001	17.500001	  40.8056	10.906889
1.98	34.825001	17.500001	40.914179	10.808889
1.99	35.000001	17.500001	41.021778	10.710889
2	35.175001	17.500001	41.128397	10.612889
2.01	35.350001	17.500001	41.234035	10.514889
2.02	35.525001	17.500001	41.338694	10.416889
2.03	35.700001	17.500001	41.442373	10.318889
2.04	35.875001	17.500001	41.545072	10.220889
2.05	36.050001	17.500001	41.646791	10.122889
2.06	36.225001	17.500001	 41.74753	10.024889
2.07	36.400001	17.500001	41.847289	9.9268888
2.08	36.575001	17.500001	41.946068	9.8288888
2.09	36.750001	17.500001	42.043867	9.7308888
2.1	36.925001	17.500001	42.140685	9.6328888
2.11	37.100001	17.500001	42.236524	9.5348888
2.12	37.275001	17.500001	42.331383	9.4368888
2.13	37.450001	17.500001	42.425262	9.3388888
2.14	37.625001	17.500001	42.518161	9.2408888
2.15	37.800001	17.500001	 42.61008	9.1428888
2.16	37.975001	17.500001	42.701019	9.0448888
2.17	38.150001	17.500001	42.790978	8.9468888
2.18	38.325001	17.500001	42.879957	8.8488888
2.19	38.500001	17.500001	42.967955	8.7508888
2.2	38.675001	17.500001	43.054974	8.6528888
2.21	38.850001	17.500001	43.141013	8.5548888
2.22	39.025001	17.500001	43.226072	8.4568888
2.23	39.200001	17.500001	43.310151	8.3588888
2.24	39.375001	17.500001	 43.39325	8.2608888
2.25	39.550001	17.500001	43.475369	8.1628888
2.26	39.725001	17.500001	43.556508	8.0648888
2.27	39.900001	17.500001	43.636667	7.9668888
2.28	40.075001	17.500001	43.715845	7.8688888
2.29	40.250001	17.500001	43.794044	7.7708888
2.3	40.425001	17.500001	43.871263	7.6728888
2.31	40.600001	17.500001	43.947502	7.5748888
2.32	40.775001	17.500001	44.022761	7.4768888
2.33	40.950001	17.500001	 44.09704	7.3788888
2.34	41.125001	17.500001	44.170339	7.2808888
2.35	41.300001	17.500001	44.242658	7.1828888
2.36	41.475001	17.500001	44.313997	7.0848888
2.37	41.650001	17.500001	44.384355	6.9868888
2.38	41.825001	17.500001	44.453734	6.8888888
2.39	42.000001	17.500001	44.522133	6.7908888
2.4	42.175001	17.500001	44.589552	6.6928888
2.41	42.350001	17.500001	44.655991	6.5948888
2.42	42.525001	17.500001	 44.72145	6.4968888
2.43	42.700001	17.500001	44.785929	6.3988888
2.44	42.875001	17.500001	44.849428	6.3008888
2.45	43.050001	17.500001	44.911946	6.2028888
2.46	43.225001	17.500001	44.973485	6.1048888
2.47	43.400001	17.500001	45.034044	6.0068888
2.48	43.575001	17.500001	45.093623	5.9088888
2.49	43.750001	17.500001	45.152222	5.8108888
2.5	43.925001	17.500001	45.209841	5.7128888
2.51	44.100001	17.500001	 45.26648	5.6148888
2.52	44.275001	17.500001	45.322139	5.5168888
2.53	44.450001	17.500001	45.376818	5.4188888
2.54	44.625001	17.500001	45.430516	5.3208888
2.55	44.800001	17.500001	45.483235	5.2228888
2.56	44.975001	17.500001	45.534974	5.1248888
2.57	45.150001	17.500001	45.585733	5.0268888
2.58	45.325001	17.500001	45.635512	4.9288888
2.59	45.500001	17.500001	45.684311	4.8308888
2.6	45.675001	17.500001	 45.73213	4.7328888
2.61	45.850001	17.500001	45.778969	4.6348888
2.62	46.025001	17.500001	45.824828	4.5368888
2.63	46.200001	17.500001	45.869706	4.4388888
2.64	46.375001	17.500001	45.913605	4.3408888
2.65	46.550001	17.500001	45.956524	4.2428888
2.66	46.725001	17.500001	45.998463	4.1448888
2.67	46.900001	17.500001	46.039422	4.0468888
2.68	47.075001	17.500001	46.079401	3.9488888
2.69	47.250001	17.500001	  46.1184	3.8508888
2.7	47.425001	17.500001	46.156419	3.7528888
2.71	47.600001	17.500001	46.193458	3.6548888
2.72	47.775001	17.500001	46.229516	3.5568888
2.73	47.950001	17.500001	46.264595	3.4588888
2.74	48.125001	17.500001	46.298694	3.3608888
2.75	48.300001	17.500001	46.331813	3.2628888
2.76	48.475001	17.500001	46.363952	3.1648888
2.77	48.650002	17.500001	46.395111	3.0668888
2.78	48.825002	17.500001	 46.42529	2.9688888
2.79	49.000002	17.500001	46.454489	2.8708888
2.8	49.175002	17.500001	46.482708	2.7728888
2.81	49.350002	17.500001	46.509946	2.6748888
2.82	49.525002	17.500001	46.536205	2.5768888
2.83	49.700002	17.500001	46.561484	2.4788888
2.84	49.875002	17.500001	46.585783	2.3808888
2.85	50.050002	17.500001	46.609102	2.2828888
2.86	50.225002	17.500001	46.631441	2.1848888
2.87	50.400002	17.500001	  46.6528	2.0868888
2.88	50.575002	17.500001	46.673179	1.9888888
2.89	50.750002	17.500001	46.692578	1.8908888
2.9	50.925002	17.500001	46.710996	1.7928888
2.91	51.100002	17.500001	46.728435	1.6948888
2.92	51.275002	17.500001	46.744894	1.5968888
2.93	51.450002	17.500001	46.760373	1.4988888
2.94	51.625002	17.500001	46.774872	1.4008888
2.95	51.800002	17.500001	46.788391	1.3028888
2.96	51.975002	17.500001	 46.80093	1.2048888
2.97	52.150002	17.500001	46.812489	1.1068888
2.98	52.325002	17.500001	46.823068	1.0088888
2.99	 52.500002	 17.500001	 46.832666	0.91088882
3	 52.675002	 17.500001	 46.841285	0.81288882
3.01	 52.850002	 17.500001	 46.848924	0.71488882
3.02	 53.025002	 17.500001	 46.855583	0.61688882
3.03	 53.200002	 17.500001	 46.861262	0.51888882
3.04	 53.375002	 17.500001	 46.865961	0.42088882
3.05	 53.550002	 17.500001	  46.86968	0.32288882
3.06	 53.725002	 17.500001	 46.872419	0.22488882
3.07	 53.900002	 17.500001	 46.874178	0.12688882
3.08	 54.075002	 17.500001	 46.874956	0.02888882
3.09	  54.250002	  17.500001	  46.874755	-0.06911118
3.1	  54.425002	  17.500001	  46.873574	-0.16711118
3.11	  54.600002	  17.500001	  46.871413	-0.26511118
3.12	  54.775002	  17.500001	  46.868272	-0.36311118
3.13	  54.950002	  17.500001	  46.864151	-0.46111118
3.14	  55.125002	  17.500001	   46.85905	-0.55911118
3.15	  55.300002	  17.500001	  46.852969	-0.65711118
3.16	  55.475002	  17.500001	  46.845908	-0.75511118
3.17	  55.650002	  17.500001	  46.837866	-0.85311118
3.18	  55.825002	  17.500001	  46.828845	-0.95111118
3.19	 56.000002	 17.500001	 46.818844	-1.0491112
3.2	 56.175002	 17.500001	 46.807863	-1.1471112
3.21	 56.350002	 17.500001	 46.795902	-1.2451112
3.22	 56.525002	 17.500001	 46.782961	-1.3431112
3.23	 56.700002	 17.500001	  46.76904	-1.4411112
3.24	 56.875002	 17.500001	 46.754139	-1.5391112
3.25	 57.050002	 17.500001	 46.738258	-1.6371112
3.26	 57.225002	 17.500001	 46.721396	-1.7351112
3.27	 57.400002	 17.500001	 46.703555	-1.8331112
3.28	 57.575002	 17.500001	 46.684734	-1.9311112
3.29	 57.750002	 17.500001	 46.664933	-2.0291112
3.3	 57.925002	 17.500001	 46.644152	-2.1271112
3.31	 58.100002	 17.500001	 46.622391	-2.2251112
3.32	 58.275002	 17.500001	  46.59965	-2.3231112
3.33	 58.450002	 17.500001	 46.575929	-2.4211112
3.34	 58.625002	 17.500001	 46.551228	-2.5191112
3.35	 58.800002	 17.500001	 46.525546	-2.6171112
3.36	 58.975002	 17.500001	 46.498885	-2.7151112
3.37	 59.150002	 17.500001	 46.471244	-2.8131112
3.38	 59.325002	 17.500001	 46.442623	-2.9111112
3.39	 59.500002	 17.500001	 46.413022	-3.0091112
3.4	 59.675002	 17.500001	 46.382441	-3.1071112
3.41	 59.850002	 17.500001	  46.35088	-3.2051112
3.42	 60.025002	 17.500001	 46.318339	-3.3031112
3.43	 60.200002	 17.500001	 46.284818	-3.4011112
3.44	 60.375002	 17.500001	 46.250316	-3.4991112
3.45	 60.550002	 17.500001	 46.214835	-3.5971112
3.46	 60.725002	 17.500001	 46.178374	-3.6951112
3.47	 60.900002	 17.500001	 46.140933	-3.7931112
3.48	 61.075002	 17.500001	 46.102512	-3.8911112
3.49	 61.250002	 17.500001	 46.063111	-3.9891112
3.5	 61.425002	 17.500001	  46.02273	-4.0871112
3.51	 61.600002	 17.500001	 45.981369	-4.1851112
3.52	 61.775002	 17.500001	 45.939028	-4.2831112
3.53	 61.950002	 17.500001	 45.895706	-4.3811112
3.54	 62.125002	 17.500001	 45.851405	-4.4791112
3.55	 62.300002	 17.500001	 45.806124	-4.5771112
3.56	 62.475002	 17.500001	 45.759863	-4.6751112
3.57	 62.650002	 17.500001	 45.712622	-4.7731112
3.58	 62.825002	 17.500001	 45.664401	-4.8711112
3.59	 63.000002	 17.500001	   45.6152	-4.9691112
3.6	 63.175002	 17.500001	 45.565019	-5.0671112
3.61	 63.350002	 17.500001	 45.513858	-5.1651112
3.62	 63.525002	 17.500001	 45.461716	-5.2631112
3.63	 63.700002	 17.500001	 45.408595	-5.3611112
3.64	 63.875002	 17.500001	 45.354494	-5.4591112
3.65	 64.050002	 17.500001	 45.299413	-5.5571112
3.66	 64.225002	 17.500001	 45.243352	-5.6551112
3.67	 64.400002	 17.500001	 45.186311	-5.7531112
3.68	 64.575002	 17.500001	  45.12829	-5.8511112
3.69	 64.750002	 17.500001	 45.069289	-5.9491112
3.7	 64.925002	 17.500001	 45.009308	-6.0471112
3.71	 65.100002	 17.500001	 44.948346	-6.1451112
3.72	 65.275002	 17.500001	 44.886405	-6.2431112
3.73	 65.450002	 17.500001	 44.823484	-6.3411112
3.74	 65.625002	 17.500001	 44.759583	-6.4391112
3.75	 65.800002	 17.500001	 44.694702	-6.5371112
3.76	 65.975002	 17.500001	 44.628841	-6.6351112
3.77	 66.150002	 17.500001	    44.562	-6.7331112
3.78	 66.325002	 17.500001	 44.494179	-6.8311112
3.79	 66.500002	 17.500001	 44.425378	-6.9291112
3.8	 66.675002	 17.500001	 44.355596	-7.0271112
3.81	 66.850002	 17.500001	 44.284835	-7.1251112
3.82	 67.025002	 17.500001	 44.213094	-7.2231112
3.83	 67.200002	 17.500001	 44.140373	-7.3211112
3.84	 67.375002	 17.500001	 44.066672	-7.4191112
3.85	 67.550002	 17.500001	 43.991991	-7.5171112
3.86	 67.725002	 17.500001	  43.91633	-7.6151112
3.87	 67.900002	 17.500001	 43.839689	-7.7131112
3.88	 68.075002	 17.500001	 43.762068	-7.8111112
3.89	 68.250002	 17.500001	 43.683466	-7.9091112
3.9	 68.425002	 17.500001	 43.603885	-8.0071112
3.91	 68.600002	 17.500001	 43.523324	-8.1051112
3.92	 68.775002	 17.500001	 43.441783	-8.2031112
3.93	 68.950002	 17.500001	 43.359262	-8.3011112
3.94	 69.125002	 17.500001	 43.275761	-8.3991112
3.95	 69.300002	 17.500001	  43.19128	-8.4971112
3.96	 69.475002	 17.500001	 43.105819	-8.5951112
3.97	 69.650002	 17.500001	 43.019378	-8.6931112
3.98	 69.825002	 17.500001	 42.931956	-8.7911112
3.99	 70.000002	 17.500001	 42.843555	-8.8891112
4	 70.175002	 17.500001	 42.754174	-8.9871112
4.01	 70.350002	 17.500001	 42.663813	-9.0851112
4.02	 70.525002	 17.500001	 42.572472	-9.1831112
4.03	 70.700002	 17.500001	 42.480151	-9.2811112
4.04	 70.875002	 17.500001	  42.38685	-9.3791112
4.05	 71.050002	 17.500001	 42.292569	-9.4771112
4.06	 71.225002	 17.500001	 42.197307	-9.5751112
4.07	 71.400002	 17.500001	 42.101066	-9.6731112
4.08	 71.575002	 17.500001	 42.003845	-9.7711112
4.09	 71.750002	 17.500001	 41.905644	-9.8691112
4.1	 71.925002	 17.500001	 41.806463	-9.9671112
4.11	 72.100002	 17.500001	 41.706302	-10.065111
4.12	 72.275002	 17.500001	 41.605161	-10.163111
4.13	 72.450002	 17.500001	  41.50304	-10.261111
4.14	 72.625002	 17.500001	 41.399939	-10.359111
4.15	 72.800002	 17.500001	 41.295857	-10.457111
4.16	 72.975002	 17.500001	 41.190796	-10.555111
4.17	 73.150002	 17.500001	 41.084755	-10.653111
4.18	 73.325002	 17.500001	 40.977734	-10.751111
4.19	 73.500002	 17.500001	 40.869733	-10.849111
4.2	 73.675002	 17.500001	 40.760752	-10.947111
4.21	 73.850002	 17.500001	 40.650791	-11.045111
4.22	 74.025002	 17.500001	  40.53985	-11.143111
4.23	 74.200002	 17.500001	 40.427929	-11.241111
4.24	 74.375002	 17.500001	 40.315027	-11.339111
4.25	 74.550002	 17.500001	 40.201146	-11.437111
4.26	 74.725002	 17.500001	 40.086285	-11.535111
4.27	 74.900002	 17.500001	 39.970444	-11.633111
4.28	 75.075002	 17.500001	 39.853623	-11.731111
4.29	 75.250002	 17.500001	 39.735822	-11.829111
4.3	 75.425002	 17.500001	 39.617041	-11.927111
4.31	 75.600002	 17.500001	  39.49728	-12.025111
4.32	 75.775002	 17.500001	 39.376539	-12.123111
4.33	 75.950002	 17.500001	 39.254817	-12.221111
4.34	 76.125002	 17.500001	 39.132116	-12.319111
4.35	 76.300002	 17.500001	 39.008435	-12.417111
4.36	 76.475002	 17.500001	 38.883774	-12.515111
4.37	 76.650002	 17.500001	 38.758133	-12.613111
4.38	 76.825002	 17.500001	 38.631512	-12.711111
4.39	 77.000002	 17.500001	 38.503911	-12.809111
4.4	 77.175002	 17.500001	  38.37533	-12.907111
4.41	 77.350002	 17.500001	 38.245769	-13.005111
4.42	 77.525002	 17.500001	 38.115227	-13.103111
4.43	 77.700002	 17.500001	 37.983706	-13.201111
4.44	 77.875002	 17.500001	 37.851205	-13.299111
4.45	 78.050002	 17.500001	 37.717724	-13.397111
4.46	 78.225002	 17.500001	 37.583263	-13.495111
4.47	 78.400002	 17.500001	 37.447822	-13.593111
4.48	 78.575002	 17.500001	 37.311401	-13.691111
4.49	 78.750002	 17.500001	    37.174	-13.789111
4.5	 78.925002	 17.500001	 37.035619	-13.887111
4.51	 79.100002	 17.500001	 36.896257	-13.985111
4.52	 79.275002	 17.500001	 36.755916	-14.083111
4.53	 79.450002	 17.500001	 36.614595	-14.181111
4.54	 79.625002	 17.500001	 36.472294	-14.279111
4.55	 79.800002	 17.500001	 36.329013	-14.377111
4.56	 79.975002	 17.500001	 36.184752	-14.475111
4.57	 80.150002	 17.500001	 36.039511	-14.573111
4.58	 80.325002	 17.500001	  35.89329	-14.671111
4.59	 80.500002	 17.500001	 35.746089	-14.769111
4.6	 80.675002	 17.500001	 35.597907	-14.867111
4.61	 80.850003	 17.500001	 35.448746	-14.965111
4.62	 81.025003	 17.500001	 35.298605	-15.063111
4.63	 81.200003	 17.500001	 35.147484	-15.161111
4.64	 81.375003	 17.500001	 34.995383	-15.259111
4.65	 81.550003	 17.500001	 34.842302	-15.357111
4.66	 81.725003	 17.500001	 34.688241	-15.455111
4.67	 81.900003	 17.500001	   34.5332	-15.553111
4.68	 82.075003	 17.500001	 34.377179	-15.651111
4.69	 82.250003	 17.500001	 34.220177	-15.749111
4.7	 82.425003	 17.500001	 34.062196	-15.847111
4.71	 82.600003	 17.500001	 33.903235	-15.945111
4.72	 82.775003	 17.500001	 33.743294	-16.043111
4.73	 82.950003	 17.500001	 33.582373	-16.141111
4.74	 83.125003	 17.500001	 33.420472	-16.239111
4.75	 83.300003	 17.500001	 33.257591	-16.337111
4.76	 83.475003	 17.500001	  33.09373	-16.435111
4.77	 83.650003	 17.500001	 32.928889	-16.533111
4.78	 83.825003	 17.500001	 32.763067	-16.631111
4.79	 84.000003	 17.500001	 32.596266	-16.729111
4.8	 84.175003	 17.500001	 32.428485	-16.827111
4.81	 84.350003	 17.500001	 32.259724	-16.925111
4.82	 84.525003	 17.500001	 32.089983	-17.023111
4.83	 84.700003	 17.500001	 31.919262	-17.121111
4.84	 84.875003	 17.500001	 31.747561	-17.219111
4.85	 85.050003	 17.500001	  31.57488	-17.317111
4.86	 85.225003	 17.500001	 31.401219	-17.415111
4.87	 85.400003	 17.500001	 31.226577	-17.513111
4.88	 85.575003	 17.500001	 31.050956	-17.611111
4.89	 85.750003	 17.500001	 30.874355	-17.709111
4.9	 85.925003	 17.500001	 30.696774	-17.807111
4.91	 86.100003	 17.500001	 30.518213	-17.905111
4.92	 86.275003	 17.500001	 30.338672	-18.003111
4.93	 86.450003	 17.500001	 30.158151	-18.101111
4.94	 86.625003	 17.500001	  29.97665	-18.199111
4.95	 86.800003	 17.500001	 29.794169	-18.297111
4.96	 86.975003	 17.500001	 29.610707	-18.395111
4.97	 87.150003	 17.500001	 29.426266	-18.493111
4.98	 87.325003	 17.500001	 29.240845	-18.591111
4.99	 87.500003	 17.500001	 29.054444	-18.689111
5	 87.675003	 17.500001	 28.867063	-18.787111
5.01	 87.850003	 17.500001	 28.678702	-18.885111
5.02	 88.025003	 17.500001	 28.489361	-18.983111
5.03	 88.200003	 17.500001	  28.29904	-19.081111
5.04	 88.375003	 17.500001	 28.107739	-19.179111
5.05	 88.550003	 17.500001	 27.915457	-19.277111
5.06	 88.725003	 17.500001	 27.722196	-19.375111
5.07	 88.900003	 17.500001	 27.527955	-19.473111
5.08	 89.075003	 17.500001	 27.332734	-19.571111
5.09	 89.250003	 17.500001	 27.136533	-19.669111
5.1	 89.425003	 17.500001	 26.939352	-19.767111
5.11	 89.600003	 17.500001	 26.741191	-19.865111
5.12	 89.775003	 17.500001	  26.54205	-19.963111
5.13	 89.950003	 17.500001	 26.341929	-20.061111
5.14	 90.125003	 17.500001	 26.140827	-20.159111
5.15	 90.300003	 17.500001	 25.938746	-20.257111
5.16	 90.475003	 17.500001	 25.735685	-20.355111
5.17	 90.650003	 17.500001	 25.531644	-20.453111
5.18	 90.825003	 17.500001	 25.326623	-20.551111
5.19	 91.000003	 17.500001	 25.120622	-20.649111
5.2	 91.175003	 17.500001	 24.913641	-20.747111
5.21	 91.350003	 17.500001	  24.70568	-20.845111
5.22	 91.525003	 17.500001	 24.496739	-20.943111
5.23	 91.700003	 17.500001	 24.286817	-21.041111
5.24	 91.875003	 17.500001	 24.075916	-21.139111
5.25	 92.050003	 17.500001	 23.864035	-21.237111
5.26	 92.225003	 17.500001	 23.651174	-21.335111
5.27	 92.400003	 17.500001	 23.437333	-21.433111
5.28	 92.575003	 17.500001	 23.222512	-21.531111
5.29	 92.750003	 17.500001	 23.006711	-21.629111
